method_enc,team_size,budget_ratio,progress,velocity,open_tickets,absences,overscoped,team_issues,tech_debt,scope_creep,key_person_risk,unclear_requirements,meetings_per_week,doc_score,duration_planned,sprints_count,ai_score,delay_days,overrun_pct,success,risk_category,methodology,sector,budget
2,10,0.557,59,66,0,0,0,0,1,0,0,1,2,3.6,394,28,6.6,0,0.0,1,1,Scrum,IT,449000.0
3,17,0.451,25,54,0,1,0,0,0,1,0,0,2,7.7,173,12,6.2,0,0.0,1,1,Waterfall,Telecom,126000.0
2,18,0.408,85,93,0,3,0,0,0,0,0,1,0,3.3,374,26,8.2,0,0.0,1,0,Scrum,Santé,312000.0
0,20,0.356,41,48,17,3,0,1,0,0,0,0,3,9.0,248,17,5.8,0,0.0,0,2,Agile,Finance,311000.0
2,14,0.916,62,83,15,2,1,0,0,1,0,1,2,2.2,197,14,2.9,51,0.0,0,3,Scrum,Telecom,151000.0
2,24,0.849,88,122,9,0,1,0,0,1,0,1,4,2.4,370,26,5.9,0,0.0,0,2,Scrum,Santé,87000.0
1,12,0.468,38,62,17,2,0,0,0,0,0,0,3,6.2,64,4,7.2,0,0.0,1,1,Kanban,IT,440000.0
2,16,0.744,48,73,28,3,1,0,1,1,0,0,1,3.9,327,23,2.3,60,0.0,0,3,Scrum,Industrie,144000.0
2,9,0.698,98,104,0,3,0,1,0,1,0,0,0,6.9,336,24,7.9,0,0.0,1,0,Scrum,Finance,93000.0
3,24,0.575,49,56,0,1,0,0,1,1,0,1,3,3.1,306,21,6.1,0,0.0,1,1,Waterfall,Industrie,321000.0
0,4,0.719,43,65,9,3,1,1,1,0,0,0,1,9.1,226,16,3.7,50,0.0,0,3,Agile,Finance,263000.0
2,9,0.674,55,64,5,5,0,1,0,0,0,0,2,7.6,30,2,6.2,0,0.0,1,1,Scrum,Logistique,21000.0
2,5,0.327,47,82,0,3,0,1,0,0,0,1,2,3.6,347,24,6.1,0,0.0,1,1,Scrum,IT,76000.0
2,22,0.425,52,81,12,0,0,0,0,1,1,0,3,5.3,71,5,6.6,0,0.0,1,1,Scrum,Industrie,132000.0
2,16,0.58,61,76,0,1,0,0,0,0,0,1,3,3.4,32,2,8.4,0,0.0,1,0,Scrum,Logistique,530000.0
0,17,0.638,55,76,16,2,0,0,0,0,1,0,3,6.7,378,27,7.1,0,0.0,1,1,Agile,Santé,284000.0
0,20,0.661,36,37,0,6,0,1,0,0,1,0,4,3.9,131,9,4.1,33,0.0,0,3,Agile,IT,220000.0
2,2,0.348,58,77,0,2,0,0,0,0,0,0,4,9.0,178,12,9.4,0,0.0,1,0,Scrum,Telecom,429000.0
2,2,0.631,54,69,4,0,0,0,0,0,0,0,0,5.7,59,4,7.9,0,0.0,1,0,Scrum,Education,86000.0
2,21,0.589,82,74,22,1,1,1,0,0,0,0,3,6.8,91,6,5.8,0,0.0,0,2,Scrum,Industrie,348000.0
1,4,0.617,5,31,31,0,0,0,0,0,0,0,1,5.9,143,10,4.7,40,0.0,0,2,Kanban,Education,56000.0
2,15,0.771,38,71,0,4,1,1,1,1,0,0,3,5.1,81,5,1.9,64,0.0,0,3,Scrum,IT,242000.0
3,5,0.667,90,94,14,2,0,0,1,0,0,0,1,7.2,139,9,7.9,0,0.0,1,0,Waterfall,E-commerce,575000.0
2,8,0.509,45,67,0,0,1,0,0,0,0,0,3,9.1,277,19,7.5,0,0.0,1,0,Scrum,Finance,277000.0
0,16,0.546,52,68,1,1,0,0,0,0,0,1,2,3.4,238,17,7.6,0,0.0,1,0,Agile,E-commerce,59000.0
3,23,0.5,50,51,22,2,0,0,0,0,0,0,4,6.8,395,28,6.8,0,0.0,1,1,Waterfall,Education,493000.0
2,8,0.526,77,104,0,1,0,0,0,0,0,0,2,6.4,243,17,9.6,0,0.0,1,0,Scrum,Education,487000.0
1,2,0.354,70,61,6,1,0,0,0,0,0,0,3,4.6,89,6,7.7,0,0.0,1,0,Kanban,Industrie,186000.0
1,6,0.436,56,60,21,2,0,0,0,0,0,1,0,2.9,95,6,6.5,0,0.0,1,1,Kanban,Education,473000.0
1,16,0.748,52,50,13,3,1,0,0,0,0,1,1,5.4,323,23,3.2,54,0.0,0,3,Kanban,Logistique,181000.0
3,22,0.363,42,74,2,0,0,0,0,0,0,0,2,10.0,41,2,8.4,0,0.0,1,0,Waterfall,Finance,441000.0
0,18,0.798,69,77,7,2,1,0,0,0,1,0,2,7.2,313,22,5.9,0,0.0,0,2,Agile,Industrie,229000.0
2,11,0.589,39,80,1,1,0,0,0,0,0,0,2,8.9,90,6,9.3,0,0.0,1,0,Scrum,Santé,76000.0
2,23,0.422,69,91,10,3,0,1,0,1,0,0,3,6.9,92,6,6.4,0,0.0,1,1,Scrum,Industrie,489000.0
2,16,0.567,75,79,15,0,1,0,1,0,0,0,2,6.6,180,12,7.3,0,0.0,1,1,Scrum,Industrie,308000.0
2,15,0.27,66,91,2,0,0,0,0,0,0,0,1,7.7,373,26,9.5,0,0.0,1,0,Scrum,E-commerce,177000.0
2,14,0.666,63,62,3,2,0,0,0,1,1,0,3,8.4,253,18,7.0,0,0.0,1,1,Scrum,Santé,289000.0
2,17,0.598,86,83,0,0,0,0,0,1,0,0,1,6.7,189,13,8.8,0,0.0,1,0,Scrum,Logistique,53000.0
2,14,0.648,72,81,21,0,0,0,0,0,0,0,2,5.2,123,8,9.2,0,0.0,1,0,Scrum,Education,353000.0
2,7,0.986,50,74,11,0,1,0,0,1,0,1,4,4.5,207,14,4.2,46,0.0,0,3,Scrum,Industrie,257000.0
2,21,0.271,56,50,7,0,0,0,0,0,1,0,2,7.2,392,28,7.1,0,0.0,1,1,Scrum,Industrie,495000.0
3,17,0.426,81,89,0,2,0,0,0,0,0,0,3,9.4,92,6,10.0,0,0.0,1,0,Waterfall,IT,529000.0
3,21,0.787,48,44,0,0,1,0,0,0,0,0,2,7.4,55,3,5.8,0,0.0,0,2,Waterfall,Telecom,437000.0
2,2,0.844,87,100,0,0,1,0,0,1,0,0,3,5.8,142,10,7.5,0,0.0,1,0,Scrum,Santé,585000.0
2,21,0.417,69,92,0,2,0,0,0,0,0,1,2,5.3,216,15,8.4,0,0.0,1,0,Scrum,Santé,450000.0
2,4,0.787,50,91,8,0,1,0,0,0,0,0,1,2.7,397,28,5.2,37,0.0,0,2,Scrum,Santé,180000.0
2,19,0.669,40,74,3,4,0,0,0,0,1,1,1,4.2,121,8,5.2,38,0.0,0,2,Scrum,E-commerce,523000.0
1,15,0.803,52,63,22,3,1,1,0,1,0,0,1,7.3,254,18,2.4,59,0.0,0,3,Kanban,Santé,128000.0
2,10,0.683,100,127,0,1,1,1,0,0,0,0,2,10.0,139,9,8.3,0,0.0,1,0,Scrum,Finance,595000.0
2,10,0.552,66,82,0,0,0,0,0,0,0,0,3,5.7,192,13,9.9,0,0.0,1,0,Scrum,Education,422000.0
2,16,0.435,53,87,9,0,0,0,0,0,0,1,3,5.9,82,5,8.4,0,0.0,1,0,Scrum,Finance,358000.0
1,15,0.349,33,57,24,1,0,0,0,0,0,0,1,6.2,224,16,6.6,0,0.0,1,1,Kanban,Industrie,481000.0
3,20,0.609,43,37,14,4,0,1,0,0,0,0,2,5.9,212,15,4.6,46,0.0,0,2,Waterfall,E-commerce,565000.0
2,24,0.642,55,81,0,2,0,0,0,1,0,0,3,6.4,170,12,8.1,0,0.0,1,0,Scrum,E-commerce,55000.0
1,18,0.57,66,97,2,0,0,0,0,0,0,0,2,9.4,273,19,10.0,0,0.0,1,0,Kanban,IT,494000.0
1,4,0.55,21,34,31,0,0,0,0,0,0,0,2,6.6,339,24,5.6,0,0.0,0,2,Kanban,Telecom,83000.0
3,2,0.821,33,37,8,1,1,0,0,0,1,0,2,6.6,199,14,3.6,47,0.0,0,3,Waterfall,Education,406000.0
2,5,0.406,15,34,3,4,0,0,1,0,0,0,2,7.1,169,12,4.7,40,0.0,0,2,Scrum,Logistique,166000.0
0,9,0.469,50,84,0,0,0,0,0,0,0,0,2,4.9,116,8,8.9,0,0.0,1,0,Agile,Santé,592000.0
2,4,0.567,82,100,0,4,0,1,0,0,1,0,2,5.6,255,18,7.7,0,0.0,1,0,Scrum,Industrie,449000.0
3,17,0.483,43,64,10,0,0,0,0,0,0,0,2,3.9,133,9,7.5,0,0.0,1,0,Waterfall,IT,526000.0
2,10,0.711,100,110,0,0,0,0,1,1,0,0,3,5.8,355,25,9.5,0,0.0,1,0,Scrum,IT,445000.0
1,15,0.602,23,34,24,7,0,1,0,1,1,0,2,8.7,72,5,1.0,65,0.0,0,3,Kanban,Education,288000.0
2,24,0.393,29,52,12,2,0,1,0,0,0,0,3,9.0,290,20,6.2,0,0.0,1,1,Scrum,Santé,551000.0
1,3,0.442,75,83,14,0,0,0,0,0,0,0,2,6.5,245,17,9.1,0,0.0,1,0,Kanban,Education,381000.0
2,17,0.767,38,65,7,3,1,1,0,0,0,1,2,2.7,350,25,3.0,56,0.0,0,3,Scrum,Logistique,205000.0
1,9,0.495,52,79,14,3,0,1,1,0,0,0,1,8.5,224,16,6.0,0,0.0,1,1,Kanban,IT,111000.0
3,2,0.562,93,75,3,2,1,0,0,1,1,0,2,6.4,382,27,6.1,0,0.0,1,1,Waterfall,IT,566000.0
3,16,0.672,15,43,8,0,0,0,1,0,0,0,3,4.7,147,10,5.8,0,0.0,0,2,Waterfall,Education,107000.0
2,13,0.398,64,103,23,0,0,0,0,0,0,0,4,5.9,193,13,8.9,0,0.0,1,0,Scrum,IT,78000.0
0,23,0.672,40,53,16,0,0,0,0,0,0,0,4,4.8,72,5,7.7,0,0.0,1,0,Agile,Telecom,373000.0
2,7,0.367,81,109,0,0,0,0,0,0,0,0,1,4.2,241,17,10.0,0,0.0,1,0,Scrum,IT,222000.0
1,5,0.654,27,39,22,3,0,0,0,0,1,0,1,6.5,268,19,4.5,34,0.0,0,2,Kanban,Finance,83000.0
1,17,0.48,16,45,24,0,0,0,0,0,0,0,2,3.6,319,22,5.7,0,0.0,0,2,Kanban,Logistique,388000.0
2,20,0.503,80,75,13,4,0,1,1,0,0,1,3,1.2,344,24,5.5,0,0.0,0,2,Scrum,E-commerce,578000.0
0,11,0.683,50,81,0,1,1,0,0,1,0,0,1,7.4,207,14,6.1,0,0.0,1,1,Agile,Santé,76000.0
1,15,0.626,23,39,18,1,1,0,0,0,0,0,2,5.7,323,23,4.7,35,0.0,0,2,Kanban,Industrie,572000.0
3,20,0.453,49,74,14,1,0,0,1,1,0,0,2,8.5,289,20,6.3,0,0.0,1,1,Waterfall,Telecom,177000.0
1,14,0.349,31,48,21,0,0,0,0,0,0,0,0,8.9,80,5,6.5,0,0.0,1,1,Kanban,Telecom,295000.0
2,9,0.577,68,59,24,2,0,0,0,0,0,0,3,6.7,240,17,7.8,0,0.0,1,0,Scrum,Logistique,22000.0
1,7,0.628,72,72,10,2,1,0,0,0,1,0,3,4.1,247,17,6.3,0,0.0,1,1,Kanban,IT,225000.0
2,20,0.717,67,62,17,5,1,1,0,0,0,1,3,1.0,106,7,2.7,51,0.0,0,3,Scrum,Logistique,71000.0
2,6,0.812,51,73,8,0,1,0,0,0,0,0,3,6.9,41,2,6.2,0,0.0,1,1,Scrum,Education,538000.0
2,24,0.458,60,80,11,2,0,0,0,0,1,0,4,7.3,275,19,8.1,0,0.0,1,0,Scrum,Education,38000.0
2,15,0.543,45,39,6,4,0,0,0,0,0,0,2,5.4,134,9,6.4,0,0.0,1,1,Scrum,Santé,409000.0
2,16,0.699,25,71,11,0,0,0,1,0,0,1,1,2.8,150,10,5.4,29,0.0,0,2,Scrum,Logistique,511000.0
3,20,0.529,24,59,0,0,0,0,0,0,0,1,1,1.8,360,25,6.4,0,0.0,1,1,Waterfall,Telecom,62000.0
0,16,0.744,46,73,12,2,1,0,0,0,0,0,2,7.9,118,8,5.7,0,0.0,0,2,Agile,Logistique,272000.0
3,10,0.314,26,58,0,0,0,0,0,0,0,1,2,4.8,354,25,7.1,0,0.0,1,1,Waterfall,Telecom,120000.0
2,2,0.913,75,78,0,1,1,0,0,1,1,1,4,3.6,332,23,4.4,38,0.0,0,3,Scrum,Telecom,450000.0
1,10,0.833,31,65,13,2,1,0,1,1,0,0,2,8.2,276,19,2.8,57,0.0,0,3,Kanban,Education,260000.0
2,5,0.797,88,84,11,1,1,0,1,1,0,0,3,7.3,182,13,5.1,35,0.0,0,2,Scrum,Santé,431000.0
2,5,0.829,48,82,10,0,1,0,0,0,0,0,2,6.7,220,15,6.2,0,0.0,1,1,Scrum,Finance,481000.0
2,4,0.686,67,82,15,0,0,0,0,1,0,0,2,5.3,131,9,7.2,0,0.0,1,1,Scrum,E-commerce,71000.0
3,3,0.939,37,48,15,1,1,0,1,0,0,1,2,1.7,240,17,2.5,58,0.0,0,3,Waterfall,Education,298000.0
3,5,0.568,48,57,16,3,0,1,0,0,0,1,2,3.2,368,26,4.7,39,0.0,0,2,Waterfall,Telecom,250000.0
2,4,0.59,63,79,7,2,0,0,0,0,1,0,1,5.8,164,11,7.6,0,0.0,1,0,Scrum,Santé,211000.0
1,11,0.782,49,61,10,3,0,1,0,1,0,0,2,10.0,296,21,4.3,44,0.0,0,3,Kanban,Education,259000.0
2,20,0.646,34,66,9,1,0,0,0,0,1,0,3,6.8,185,13,7.5,0,0.0,1,0,Scrum,Logistique,17000.0
1,24,0.884,52,54,0,0,1,0,0,1,0,0,3,9.3,394,28,5.6,0,0.0,0,2,Kanban,Industrie,202000.0
3,18,0.676,5,24,24,1,0,0,0,1,0,0,2,6.9,225,16,4.5,39,0.0,0,2,Waterfall,Logistique,267000.0
0,6,0.393,99,83,0,0,1,0,0,0,0,0,3,5.6,301,21,9.4,0,0.0,1,0,Agile,Santé,249000.0
2,4,0.415,44,76,26,0,0,0,0,0,0,0,2,8.0,140,10,7.6,0,0.0,1,0,Scrum,Industrie,152000.0
0,10,0.682,53,58,15,0,1,0,0,0,1,0,2,8.3,365,26,5.9,0,0.0,0,2,Agile,Industrie,137000.0
0,22,0.291,58,39,4,0,0,0,0,0,0,0,4,5.4,64,4,8.5,0,0.0,1,0,Agile,Santé,283000.0
1,4,0.717,54,75,20,5,0,0,0,1,1,0,2,5.3,195,13,4.3,34,0.0,0,3,Kanban,Logistique,53000.0
3,2,0.736,51,58,16,4,0,0,1,0,0,0,1,10.0,123,8,4.6,39,0.0,0,2,Waterfall,E-commerce,129000.0
0,6,0.525,49,79,16,1,0,0,0,0,0,1,4,4.7,234,16,7.2,0,0.0,1,1,Agile,Telecom,157000.0
2,22,0.695,82,107,20,1,0,0,1,0,0,0,4,8.8,310,22,7.4,0,0.0,1,1,Scrum,IT,254000.0
2,5,0.677,43,84,0,0,0,0,0,1,0,0,2,10.0,148,10,8.5,0,0.0,1,0,Scrum,Telecom,526000.0
2,11,0.535,65,85,9,4,0,1,0,0,1,0,3,6.9,151,10,6.4,0,0.0,1,1,Scrum,Santé,446000.0
3,15,0.482,21,51,9,1,1,0,0,1,0,0,2,8.9,71,5,3.3,53,0.0,0,3,Waterfall,Logistique,581000.0
2,22,0.663,16,67,10,1,0,0,0,0,0,0,2,7.1,77,5,7.8,0,0.0,1,0,Scrum,IT,253000.0
1,20,0.627,58,53,12,0,0,0,0,1,0,1,2,6.0,41,2,5.5,0,0.0,0,2,Kanban,Finance,50000.0
3,12,0.479,40,61,7,0,0,0,0,0,0,1,2,1.5,354,25,7.3,0,0.0,1,1,Waterfall,Santé,339000.0
3,6,0.313,31,23,8,0,0,0,0,0,0,0,2,9.6,380,27,8.6,0,0.0,1,0,Waterfall,Industrie,465000.0
3,24,0.839,30,42,9,1,1,0,0,1,1,0,2,8.4,138,9,2.5,62,0.0,0,3,Waterfall,IT,569000.0
2,21,0.334,57,88,10,5,0,0,0,0,1,1,2,5.9,64,4,6.0,0,0.0,1,1,Scrum,Education,147000.0
2,19,0.701,40,65,5,1,0,0,1,1,1,0,2,6.7,221,15,5.4,33,0.0,0,2,Scrum,IT,321000.0
3,5,0.63,67,66,1,0,0,0,0,0,0,1,3,5.1,52,3,8.5,0,0.0,1,0,Waterfall,Education,439000.0
1,3,0.336,51,72,9,2,0,0,0,0,1,0,1,7.0,152,10,6.9,0,0.0,1,1,Kanban,Santé,594000.0
2,23,0.82,100,152,0,1,1,0,0,0,0,0,1,8.8,268,19,8.3,0,0.0,1,0,Scrum,Industrie,127000.0
2,6,0.789,28,49,18,4,1,0,0,0,1,1,4,3.4,250,17,2.3,50,0.0,0,3,Scrum,Finance,425000.0
1,22,0.433,62,57,8,1,0,0,0,0,0,0,2,2.0,308,22,8.1,0,0.0,1,0,Kanban,Industrie,372000.0
1,11,0.4,77,84,16,0,0,0,0,0,0,1,2,1.0,358,25,7.5,0,0.0,1,0,Kanban,IT,554000.0
2,6,0.4,59,98,8,3,0,1,1,0,0,0,4,7.7,329,23,6.6,0,0.0,1,1,Scrum,Logistique,254000.0
1,2,0.288,50,77,0,0,0,1,0,0,0,0,3,5.6,157,11,7.5,0,0.0,1,0,Kanban,Education,430000.0
1,22,0.627,73,83,5,0,0,0,1,1,0,1,4,1.3,153,10,6.0,0,0.0,1,1,Kanban,Industrie,407000.0
2,12,0.377,63,88,13,2,0,0,0,0,0,1,0,1.9,330,23,7.5,0,0.0,1,0,Scrum,Education,315000.0
1,11,0.581,43,66,2,0,0,0,0,1,0,1,3,3.9,305,21,6.9,0,0.0,1,1,Kanban,Education,303000.0
2,7,0.413,61,76,12,4,0,1,0,0,0,1,2,3.4,71,5,4.7,44,0.0,0,2,Scrum,E-commerce,454000.0
2,2,0.361,41,63,15,2,0,1,0,0,0,0,2,6.1,355,25,6.0,0,0.0,1,1,Scrum,Education,452000.0
2,12,0.672,73,59,14,0,1,0,0,0,0,1,2,4.0,101,7,6.7,0,0.0,1,1,Scrum,E-commerce,364000.0
1,15,0.349,54,56,23,0,0,0,0,0,0,1,2,5.4,208,14,6.8,0,0.0,1,1,Kanban,Telecom,280000.0
2,22,0.619,100,86,5,2,0,0,0,0,0,0,2,5.6,152,10,10.0,0,0.0,1,0,Scrum,Telecom,573000.0
2,18,0.777,68,83,0,0,1,0,0,0,0,1,3,4.6,161,11,7.2,0,0.0,1,1,Scrum,Education,586000.0
0,11,0.496,45,57,0,1,0,0,0,0,0,0,3,6.7,115,8,8.6,0,0.0,1,0,Agile,Santé,576000.0
0,21,0.696,65,67,19,4,0,0,1,1,0,0,3,7.3,35,2,5.2,29,0.0,0,2,Agile,Santé,111000.0
2,9,0.531,52,65,0,0,0,0,0,0,0,0,3,3.7,316,22,8.9,0,0.0,1,0,Scrum,Finance,131000.0
0,2,0.653,84,86,4,4,0,1,0,1,1,0,3,7.0,277,19,6.0,0,0.0,1,1,Agile,Education,109000.0
1,3,0.526,15,41,38,2,0,0,0,1,0,0,4,8.1,138,9,4.3,44,0.0,0,3,Kanban,Education,46000.0
2,11,0.363,46,49,16,2,0,0,0,0,0,0,4,7.1,330,23,7.7,0,0.0,1,0,Scrum,Telecom,141000.0
3,12,0.718,44,54,25,4,0,1,0,1,0,1,2,6.7,350,25,2.1,64,0.0,0,3,Waterfall,IT,363000.0
2,23,0.807,57,88,0,1,1,0,0,0,0,0,3,4.3,33,2,7.3,0,0.0,1,1,Scrum,Logistique,273000.0
1,13,0.914,62,73,9,1,1,0,1,1,0,1,2,6.0,184,13,3.3,48,0.0,0,3,Kanban,Education,458000.0
1,10,1.023,79,79,10,1,1,0,1,1,0,1,4,0.3,257,18,3.0,49,2.3,0,3,Kanban,Education,31000.0
3,24,0.564,59,68,20,0,0,0,0,0,0,0,3,5.9,271,19,7.8,0,0.0,1,0,Waterfall,Telecom,61000.0
1,18,0.361,54,74,4,4,0,1,0,0,1,0,1,9.4,379,27,5.5,0,0.0,0,2,Kanban,Industrie,108000.0
3,10,0.556,9,39,24,1,0,1,0,0,1,0,3,8.1,281,20,3.2,51,0.0,0,3,Waterfall,Industrie,256000.0
1,19,0.7,57,48,12,3,0,0,1,1,0,0,2,4.7,321,22,4.9,35,0.0,0,2,Kanban,E-commerce,232000.0
1,4,0.304,54,65,18,5,0,1,0,0,0,0,2,4.7,155,11,5.1,30,0.0,0,2,Kanban,IT,222000.0
2,3,0.551,57,73,10,0,0,0,0,0,0,0,3,9.7,369,26,8.7,0,0.0,1,0,Scrum,Telecom,456000.0
3,8,0.474,17,31,31,0,0,0,0,0,0,0,2,7.8,364,26,5.1,31,0.0,0,2,Waterfall,Logistique,552000.0
3,22,0.403,25,45,0,3,0,0,0,0,0,1,3,1.2,253,18,6.3,0,0.0,1,1,Waterfall,Telecom,561000.0
2,19,0.265,66,70,12,0,0,0,0,0,0,0,2,8.6,76,5,9.1,0,0.0,1,0,Scrum,E-commerce,184000.0
1,17,0.446,94,72,26,1,0,0,0,0,0,0,2,7.8,256,18,9.8,0,0.0,1,0,Kanban,IT,396000.0
1,19,0.43,58,72,17,1,0,0,0,0,0,0,4,7.6,88,6,8.1,0,0.0,1,0,Kanban,Santé,119000.0
2,20,0.319,85,98,0,4,0,1,0,0,0,1,3,2.3,64,4,7.6,0,0.0,1,0,Scrum,Santé,72000.0
2,4,0.384,49,63,12,0,0,0,1,0,0,1,2,4.1,371,26,7.2,0,0.0,1,1,Scrum,Finance,119000.0
2,9,0.858,40,78,7,3,1,1,0,0,0,0,2,6.9,261,18,4.5,32,0.0,0,2,Scrum,Telecom,32000.0
1,4,0.587,35,51,18,4,0,1,0,0,0,1,2,4.7,147,10,4.2,48,0.0,0,3,Kanban,Education,60000.0
1,23,0.719,56,71,10,1,1,0,0,1,0,1,3,0.0,178,12,4.3,36,0.0,0,3,Kanban,Education,342000.0
3,13,0.676,100,102,4,2,0,0,0,1,1,0,2,5.4,111,7,7.6,0,0.0,1,0,Waterfall,Education,307000.0
2,10,0.791,61,84,0,0,1,0,0,0,0,0,3,6.2,190,13,8.2,0,0.0,1,0,Scrum,Industrie,429000.0
2,3,0.336,88,97,0,0,0,0,0,0,0,0,2,5.9,288,20,10.0,0,0.0,1,0,Scrum,IT,407000.0
2,12,0.776,5,45,0,0,1,0,1,1,0,0,2,6.1,71,5,2.8,47,0.0,0,3,Scrum,Logistique,141000.0
1,12,0.294,30,73,11,0,0,0,0,0,0,0,2,9.0,150,10,7.7,0,0.0,1,0,Kanban,Logistique,533000.0
1,9,0.332,51,62,0,4,0,1,0,0,0,1,2,0.7,227,16,5.9,0,0.0,0,2,Kanban,IT,467000.0
1,15,0.523,40,51,3,5,0,0,0,0,1,0,2,7.9,97,6,6.2,0,0.0,1,1,Kanban,Finance,499000.0
0,14,0.615,25,39,10,0,0,0,0,1,0,0,1,6.3,267,19,5.9,0,0.0,0,2,Agile,Telecom,592000.0
1,5,0.556,35,52,13,2,0,1,0,1,0,0,2,4.0,32,2,3.8,47,0.0,0,3,Kanban,IT,59000.0
2,20,0.564,68,104,6,1,1,1,0,0,0,0,1,8.6,55,3,6.8,0,0.0,1,1,Scrum,E-commerce,93000.0
1,15,0.865,48,60,4,1,1,1,1,0,0,0,2,9.8,59,4,3.1,52,0.0,0,3,Kanban,Telecom,472000.0
3,17,0.464,44,55,36,4,0,0,0,1,0,0,2,6.4,188,13,4.2,51,0.0,0,3,Waterfall,Santé,506000.0
2,6,0.64,42,51,15,3,0,1,1,0,0,0,2,5.6,166,11,3.8,54,0.0,0,3,Scrum,Telecom,441000.0
2,20,0.727,78,81,0,0,0,0,1,0,0,0,3,4.8,211,15,8.2,0,0.0,1,0,Scrum,IT,546000.0
1,13,0.7,45,56,0,5,1,1,0,0,0,0,2,6.2,324,23,3.2,52,0.0,0,3,Kanban,Telecom,201000.0
2,23,0.401,42,65,12,3,0,1,0,0,0,0,4,8.8,103,7,6.7,0,0.0,1,1,Scrum,Santé,516000.0
1,2,0.58,41,51,8,0,0,0,0,0,0,0,0,9.0,312,22,7.8,0,0.0,1,0,Kanban,Finance,524000.0
0,20,0.273,46,73,7,0,0,1,0,0,0,0,2,8.6,314,22,7.1,0,0.0,1,1,Agile,Industrie,443000.0
0,14,0.299,63,68,7,1,0,1,0,0,0,0,4,8.6,67,4,7.7,0,0.0,1,0,Agile,E-commerce,526000.0
2,5,0.687,37,83,22,0,0,0,1,0,0,0,2,6.3,131,9,6.6,0,0.0,1,1,Scrum,Industrie,366000.0
1,24,0.477,31,45,11,0,0,0,0,1,0,1,3,2.7,358,25,6.0,0,0.0,1,1,Kanban,Education,171000.0
3,24,0.67,5,6,14,0,0,0,0,0,0,0,3,6.3,209,14,5.4,38,0.0,0,2,Waterfall,Finance,439000.0
3,18,0.781,29,40,9,6,1,1,0,0,0,1,2,2.7,55,3,1.0,70,0.0,0,3,Waterfall,IT,438000.0
2,14,0.366,62,62,23,0,0,0,0,0,0,0,3,7.9,134,9,8.7,0,0.0,1,0,Scrum,Finance,455000.0
2,13,0.896,39,72,18,0,1,0,0,0,0,1,2,3.4,379,27,4.3,45,0.0,0,3,Scrum,Education,38000.0
2,8,0.609,84,121,0,0,0,1,0,0,0,0,2,8.9,51,3,9.4,0,0.0,1,0,Scrum,IT,354000.0
3,7,0.403,52,58,22,2,1,1,0,0,0,0,3,5.6,179,12,3.9,41,0.0,0,3,Waterfall,Logistique,428000.0
3,16,0.669,13,35,10,1,1,0,0,1,0,0,4,7.8,204,14,4.0,43,0.0,0,3,Waterfall,Industrie,285000.0
2,2,0.747,68,74,21,0,1,0,1,0,0,0,3,8.2,92,6,6.3,0,0.0,1,1,Scrum,Industrie,432000.0
2,4,0.456,62,71,0,1,1,0,0,0,1,0,3,8.5,259,18,6.2,0,0.0,1,1,Scrum,Education,412000.0
1,17,0.428,33,54,12,1,0,0,0,0,0,0,1,8.4,164,11,6.3,0,0.0,1,1,Kanban,IT,150000.0
1,6,0.496,37,50,15,1,0,0,0,0,0,1,3,3.2,256,18,6.5,0,0.0,1,1,Kanban,Telecom,223000.0
1,10,0.558,49,51,10,2,0,0,1,0,0,0,4,7.3,249,17,6.8,0,0.0,1,1,Kanban,Finance,320000.0
1,11,0.619,25,53,0,1,0,0,0,1,0,0,2,6.9,262,18,6.7,0,0.0,1,1,Kanban,Telecom,30000.0
2,5,0.912,72,93,11,6,0,0,1,1,1,0,1,6.6,60,4,3.3,59,0.0,0,3,Scrum,Industrie,458000.0
1,2,0.331,65,82,0,1,0,0,0,1,0,0,4,1.8,58,4,8.9,0,0.0,1,0,Kanban,Education,197000.0
1,12,0.502,10,46,16,4,1,1,0,1,1,0,1,5.8,233,16,1.0,66,0.0,0,3,Kanban,IT,280000.0
0,17,0.614,50,73,0,3,1,1,0,0,0,0,1,6.6,195,13,4.5,43,0.0,0,2,Agile,Logistique,97000.0
1,6,0.253,39,70,7,0,0,1,0,0,0,0,2,6.6,33,2,7.3,0,0.0,1,1,Kanban,Santé,74000.0
2,14,0.325,73,60,10,4,0,0,0,0,0,0,4,7.1,86,6,8.3,0,0.0,1,0,Scrum,Finance,537000.0
2,9,0.638,56,74,4,1,0,0,1,0,1,0,1,8.4,365,26,6.8,0,0.0,1,1,Scrum,Finance,67000.0
3,20,0.761,34,41,13,5,1,1,0,0,1,0,2,8.7,90,6,1.2,68,0.0,0,3,Waterfall,Santé,404000.0
2,7,0.536,22,66,0,3,1,1,0,0,0,0,3,7.1,58,4,4.3,36,0.0,0,3,Scrum,Telecom,295000.0
1,5,0.806,48,66,0,0,0,0,0,1,0,0,1,5.8,186,13,6.6,0,0.0,1,1,Kanban,Santé,30000.0
3,9,0.327,36,31,8,2,0,0,0,0,0,0,2,6.5,91,6,7.1,0,0.0,1,1,Waterfall,Education,586000.0
0,17,0.64,24,53,0,0,0,0,0,1,0,0,1,7.6,399,28,7.3,0,0.0,1,1,Agile,Logistique,286000.0
1,14,0.612,82,88,0,2,0,1,1,0,0,0,3,8.3,389,27,8.2,0,0.0,1,0,Kanban,Santé,440000.0
